,Predicted Price
2023-06-14,33.862185021521825
2023-06-15,33.862185021521825
2023-06-16,33.862185021521825
2023-06-17,33.862185021521825
2023-06-18,33.862185021521825
2023-06-19,33.862185021521825
2023-06-20,33.862185021521825
2023-06-21,33.862185021521825
2023-06-22,33.862185021521825
2023-06-23,33.862185021521825
2023-06-24,33.862185021521825
2023-06-25,33.862185021521825
2023-06-26,33.862185021521825
2023-06-27,33.862185021521825
2023-06-28,33.862185021521825
