Month-Year,Stock Name,Week,Percentage Change
May-2023,ABSLAMC.NS,22,1.0615093790897125
May-2023,ABSLAMC.NS,23,1.857408201171596
Jun-2023,ABSLAMC.NS,23,1.1829319814110657
Jun-2023,ABSLAMC.NS,24,2.3878139151914333
Jun-2023,ABSLAMC.NS,25,-0.9349539201282222
Jun-2023,ABSLAMC.NS,26,-0.23072747014114164
Mar-2023,ACC.NS,13,-2.154403727780018
Mar-2023,ACC.NS,14,-1.0534437223656488
Apr-2023,ACC.NS,15,0.17554125219426564
Apr-2023,ACC.NS,16,1.5279014331255871
Apr-2023,ACC.NS,17,-3.721243029674664
Apr-2023,ACC.NS,18,1.62568817917158
May-2023,ACC.NS,19,0.028342261145594193
May-2023,ACC.NS,20,1.7745450428777578
May-2023,ACC.NS,21,-3.9363297960997903
May-2023,ACC.NS,22,-1.5661188926877738
May-2023,ACC.NS,23,-0.9585376727596993
Jun-2023,ACC.NS,23,0.8498583569405074
Jun-2023,ACC.NS,24,1.4830566986108376
Jun-2023,ACC.NS,25,0.9192026325093194
Jun-2023,ACC.NS,26,-3.2047770351703733
Mar-2023,ACCELYA.NS,13,-2.5904183258754423
Mar-2023,ACCELYA.NS,14,5.899717820707623
Apr-2023,ACCELYA.NS,15,6.019695044472678
Apr-2023,ACCELYA.NS,16,6.547170559543181
Apr-2023,ACCELYA.NS,17,7.7512999887770855
Apr-2023,ACCELYA.NS,18,-2.71206400886702
May-2023,ACCELYA.NS,19,-7.979481333713309
May-2023,ACCELYA.NS,20,-1.9528828270303815
May-2023,ACCELYA.NS,21,0.41842655824418384
May-2023,ACCELYA.NS,22,2.4082208973956734
May-2023,ACCELYA.NS,23,1.9978929942057306
Jun-2023,ACCELYA.NS,23,-1.1359472334188347
Jun-2023,ACCELYA.NS,24,-1.7947572237116405
Jun-2023,ACCELYA.NS,25,1.8479248712511256
Jun-2023,ACCELYA.NS,26,-0.9998889012331962
Mar-2023,ACCURACY.NS,13,-2.341137123745817
Mar-2023,ACCURACY.NS,14,-1.486988847583638
Apr-2023,ACCURACY.NS,15,2.5270758122743655
Apr-2023,ACCURACY.NS,16,19.202898550724626
Apr-2023,ACCURACY.NS,17,-2.2082018927444773
Apr-2023,ACCURACY.NS,18,-3.858520900321552
May-2023,ACCURACY.NS,19,-10.402684563758394
May-2023,ACCURACY.NS,20,-1.8796992481203008
May-2023,ACCURACY.NS,21,-11.583011583011583
May-2023,ACCURACY.NS,22,4.464285714285714
May-2023,ACCURACY.NS,23,-3.9301310043668063
Jun-2023,ACCURACY.NS,23,-3.1674208144796503
Jun-2023,ACCURACY.NS,24,19.81566820276498
Jun-2023,ACCURACY.NS,25,-6.324110671936764
Jun-2023,ACCURACY.NS,26,-9.292035398230095
Mar-2023,ACE.NS,13,-0.7887472065203102
Mar-2023,ACE.NS,14,6.365181022088606
Apr-2023,ACE.NS,15,0.860814742967995
Apr-2023,ACE.NS,16,-1.0589828838812982
Apr-2023,ACE.NS,17,0.13531799729364286
Apr-2023,ACE.NS,18,-0.6427806213545979
May-2023,ACE.NS,19,6.60275614140204
May-2023,ACE.NS,20,-1.1607142857142831
May-2023,ACE.NS,21,1.3346460999890528
May-2023,ACE.NS,22,-0.20487384084537172
May-2023,ACE.NS,23,2.9331588703521945
Jun-2023,ACE.NS,23,4.443976411120464
Jun-2023,ACE.NS,24,-1.6018071670602756
Jun-2023,ACE.NS,25,-2.499238037183776
Jun-2023,ACE.NS,26,-4.98804946482386
Mar-2023,ACEINTEG.NS,13,-4.186046511627901
Mar-2023,ACEINTEG.NS,14,-13.231552162849864
Apr-2023,ACEINTEG.NS,15,6.876790830945555
Apr-2023,ACEINTEG.NS,16,-6.257982120051075
Apr-2023,ACEINTEG.NS,17,3.5340314136125506
Apr-2023,ACEINTEG.NS,18,20.195838433292533
May-2023,ACEINTEG.NS,19,-7.0010449320794175
May-2023,ACEINTEG.NS,20,2.715466351829985
May-2023,ACEINTEG.NS,21,-12.274774774774766
May-2023,ACEINTEG.NS,22,-0.25641025641026005
May-2023,ACEINTEG.NS,23,-8.292079207920795
Jun-2023,ACEINTEG.NS,23,0.0
Jun-2023,ACEINTEG.NS,24,-3.084832904884308
Jun-2023,ACEINTEG.NS,25,0.5298013245033188
Jun-2023,ACEINTEG.NS,26,0.0
Mar-2023,ACI.NS,13,0.8876196356900278
Mar-2023,ACI.NS,14,-1.2449707735519522
Apr-2023,ACI.NS,15,-2.965571205007832
Apr-2023,ACI.NS,16,-4.415499303678224
Apr-2023,ACI.NS,17,-1.172300981461295
Apr-2023,ACI.NS,18,-0.6761630003606203
May-2023,ACI.NS,19,0.7801743919229004
