,Predicted Price
2023-06-22,924.5946004100813
2023-06-23,924.5946004100813
2023-06-24,924.5946004100813
2023-06-25,924.5946004100813
2023-06-26,924.5946004100813
2023-06-27,924.5946004100813
2023-06-28,924.5946004100813
2023-06-29,924.5946004100813
2023-06-30,924.5946004100813
2023-07-01,924.5946004100813
2023-07-02,924.5946004100813
2023-07-03,924.5946004100813
2023-07-04,924.5946004100813
2023-07-05,924.5946004100813
2023-07-06,924.5946004100813
